index,product_category_name_english,review_score
65969,health_beauty,1
45701,health_beauty,5
2960,health_beauty,1
47473,health_beauty,4
69795,health_beauty,1
77758,health_beauty,5
61017,health_beauty,1
93831,health_beauty,5
79126,health_beauty,3
40933,health_beauty,4
7444,health_beauty,4
35714,health_beauty,5
47813,health_beauty,5
3773,health_beauty,5
107607,health_beauty,5
111535,health_beauty,4
87789,health_beauty,5
40435,health_beauty,5
113276,health_beauty,5
94161,health_beauty,4
14873,health_beauty,5
111128,health_beauty,5
110021,health_beauty,5
51232,health_beauty,3
98491,health_beauty,3
28397,health_beauty,4
18303,health_beauty,5
1324,health_beauty,1
61672,health_beauty,5
114473,health_beauty,5
111098,health_beauty,5
77400,health_beauty,5
38574,health_beauty,5
95035,health_beauty,3
18038,health_beauty,5
97888,health_beauty,5
82427,health_beauty,5
82428,health_beauty,5
8850,health_beauty,1
96457,health_beauty,3
7707,health_beauty,5
11877,health_beauty,5
77334,health_beauty,4
12807,health_beauty,5
58330,health_beauty,3
10618,health_beauty,4
88370,health_beauty,5
66147,health_beauty,5
104082,health_beauty,5
10359,health_beauty,3
10360,health_beauty,3
98131,health_beauty,5
43108,health_beauty,5
79022,health_beauty,5
79023,health_beauty,5
31664,health_beauty,4
42990,health_beauty,4
64346,health_beauty,4
80589,health_beauty,4
22066,health_beauty,5
81894,health_beauty,4
44829,health_beauty,5
8571,health_beauty,5
106516,health_beauty,5
57638,health_beauty,3
25681,health_beauty,4
16191,health_beauty,3
4021,health_beauty,5
44218,health_beauty,5
4348,health_beauty,5
3732,health_beauty,5
66453,health_beauty,5
34297,health_beauty,4
41385,health_beauty,5
41386,health_beauty,5
37032,health_beauty,1
20015,health_beauty,4
33247,health_beauty,2
81604,health_beauty,5
37478,health_beauty,2
37479,health_beauty,2
101593,health_beauty,5
45933,health_beauty,1
13983,health_beauty,4
71519,health_beauty,4
71518,health_beauty,4
41454,health_beauty,4
5485,health_beauty,4
32556,health_beauty,5
54431,health_beauty,5
36611,health_beauty,5
36612,health_beauty,5
1514,health_beauty,5
69847,health_beauty,5
24655,health_beauty,5
24656,health_beauty,5
78233,health_beauty,3
110630,health_beauty,5
24778,health_beauty,5
63256,health_beauty,5
7769,health_beauty,5
32962,health_beauty,4
22772,health_beauty,4
111510,health_beauty,5
27201,health_beauty,5
5427,health_beauty,5
24948,health_beauty,5
113907,health_beauty,5
100305,health_beauty,5
15316,health_beauty,5
92932,health_beauty,5
94925,health_beauty,5
4328,health_beauty,5
55308,health_beauty,5
55309,health_beauty,5
30733,health_beauty,5
48948,health_beauty,5
25691,health_beauty,4
93407,health_beauty,1
74634,health_beauty,1
895,health_beauty,1
13068,health_beauty,1
64365,health_beauty,5
64366,health_beauty,5
79222,health_beauty,5
74115,health_beauty,5
16385,health_beauty,5
105745,health_beauty,5
726,health_beauty,4
108852,health_beauty,3
108853,health_beauty,3
108854,health_beauty,3
108855,health_beauty,3
41279,health_beauty,5
29635,health_beauty,5
81862,health_beauty,4
78062,health_beauty,5
38862,health_beauty,3
66306,health_beauty,5
43910,health_beauty,5
76490,health_beauty,4
94362,health_beauty,4
107997,health_beauty,3
71590,health_beauty,1
74165,health_beauty,5
65923,health_beauty,4
89429,health_beauty,5
112770,health_beauty,1
102738,health_beauty,5
84746,health_beauty,5
12792,health_beauty,4
777,health_beauty,4
62402,health_beauty,5
61975,health_beauty,5
102213,health_beauty,5
15304,health_beauty,5
34733,health_beauty,5
86542,health_beauty,5
86543,health_beauty,5
114639,health_beauty,5
94401,health_beauty,5
62230,health_beauty,5
62231,health_beauty,5
62232,health_beauty,5
72455,health_beauty,4
72456,health_beauty,4
22791,health_beauty,1
22792,health_beauty,1
109954,health_beauty,5
85498,health_beauty,5
97226,health_beauty,4
114426,health_beauty,4
13661,health_beauty,4
81138,health_beauty,5
65586,health_beauty,4
9966,health_beauty,4
75943,health_beauty,5
100201,health_beauty,4
6377,health_beauty,1
105321,health_beauty,5
105824,health_beauty,5
100536,health_beauty,5
59255,health_beauty,4
18184,health_beauty,5
32520,health_beauty,5
110751,health_beauty,5
110753,health_beauty,5
45576,health_beauty,4
62597,health_beauty,4
23140,health_beauty,5
84812,health_beauty,5
28504,health_beauty,5
85948,health_beauty,5
81751,health_beauty,3
13277,health_beauty,4
71535,health_beauty,4
36010,health_beauty,5
36011,health_beauty,5
9968,health_beauty,4
9969,health_beauty,4
57174,health_beauty,3
57175,health_beauty,3
57176,health_beauty,3
154,health_beauty,5
155,health_beauty,5
82593,health_beauty,1
32370,health_beauty,4
38637,health_beauty,5
38638,health_beauty,5
38639,health_beauty,5
38640,health_beauty,5
38641,health_beauty,5
38642,health_beauty,5
4605,health_beauty,5
71885,health_beauty,5
71675,health_beauty,5
9862,health_beauty,5
94686,health_beauty,4
54732,health_beauty,1
33522,health_beauty,1
28947,health_beauty,5
105139,health_beauty,5
53923,health_beauty,4
41175,health_beauty,4
41176,health_beauty,4
41177,health_beauty,4
41178,health_beauty,4
41179,health_beauty,4
41180,health_beauty,4
36716,health_beauty,5
58128,health_beauty,5
79516,health_beauty,1
103358,health_beauty,3
61814,health_beauty,5
92114,health_beauty,1
14401,health_beauty,5
37587,health_beauty,5
40167,health_beauty,4
114542,health_beauty,5
19076,health_beauty,3
114900,health_beauty,1
56857,health_beauty,5
56517,health_beauty,5
24816,health_beauty,5
69290,health_beauty,5
32758,health_beauty,4
59598,health_beauty,3
61439,health_beauty,4
104038,health_beauty,5
60705,health_beauty,5
98628,health_beauty,4
62067,health_beauty,4
703,health_beauty,3
32519,health_beauty,5
51411,health_beauty,5
43796,health_beauty,5
90318,health_beauty,5
53652,health_beauty,3
24986,health_beauty,4
111850,health_beauty,5
113569,health_beauty,5
73697,health_beauty,3
56637,health_beauty,5
87220,health_beauty,4
77658,health_beauty,3
30176,health_beauty,5
94922,health_beauty,5
54248,health_beauty,4
61463,health_beauty,5
2674,health_beauty,1
20282,health_beauty,5
48334,health_beauty,4
50264,health_beauty,5
71839,health_beauty,5
71973,health_beauty,5
11870,health_beauty,4
100144,health_beauty,4
23206,health_beauty,5
23830,health_beauty,4
104110,health_beauty,4
44007,health_beauty,5
102395,health_beauty,5
53211,health_beauty,5
69430,health_beauty,4
87515,health_beauty,3
89237,health_beauty,2
69531,health_beauty,5
71051,health_beauty,4
85519,health_beauty,4
90693,health_beauty,5
41443,health_beauty,1
101874,health_beauty,5
103579,health_beauty,5
71665,health_beauty,5
31479,health_beauty,5
103764,health_beauty,5
90692,health_beauty,1
91973,health_beauty,4
109939,health_beauty,1
32764,health_beauty,3
106047,health_beauty,4
109664,health_beauty,3
91972,health_beauty,4
8624,health_beauty,5
21608,health_beauty,4
57065,health_beauty,5
86152,health_beauty,4
31824,health_beauty,5
32286,health_beauty,5
40710,health_beauty,5
69664,health_beauty,5
47229,health_beauty,4
61012,health_beauty,4
9114,health_beauty,5
18610,health_beauty,5
44657,health_beauty,5
38838,health_beauty,5
76721,health_beauty,5
98258,health_beauty,5
45039,health_beauty,5
51711,health_beauty,5
55018,health_beauty,5
89662,health_beauty,5
40982,health_beauty,5
81033,health_beauty,5
81034,health_beauty,5
103273,health_beauty,5
110408,health_beauty,4
55569,health_beauty,5
83152,health_beauty,1
90395,health_beauty,1
82063,health_beauty,5
82541,health_beauty,1
83800,health_beauty,5
41935,health_beauty,5
100548,health_beauty,5
75995,health_beauty,3
76150,health_beauty,4
79886,health_beauty,5
71185,health_beauty,3
44326,health_beauty,5
75906,health_beauty,5
102807,health_beauty,4
54658,health_beauty,5
71095,health_beauty,5
101252,health_beauty,5
99645,health_beauty,5
35853,health_beauty,5
42875,health_beauty,5
62793,health_beauty,1
62794,health_beauty,1
95679,health_beauty,3
106924,health_beauty,5
19880,health_beauty,5
53752,health_beauty,5
98,health_beauty,3
57641,health_beauty,5
40789,health_beauty,4
52533,health_beauty,5
78242,health_beauty,5
74185,health_beauty,5
74186,health_beauty,5
99066,health_beauty,5
64592,health_beauty,5
2352,health_beauty,5
2353,health_beauty,5
14890,health_beauty,5
110570,health_beauty,3
9442,health_beauty,4
52897,health_beauty,5
45467,health_beauty,3
67870,health_beauty,5
82650,health_beauty,1
18496,health_beauty,5
6315,health_beauty,5
16767,health_beauty,5
35153,health_beauty,4
36578,health_beauty,5
60761,health_beauty,5
78196,health_beauty,5
31778,health_beauty,5
99014,health_beauty,3
4747,health_beauty,5
44911,health_beauty,5
47531,health_beauty,5
91240,health_beauty,1
109534,health_beauty,5
79838,health_beauty,5
88385,health_beauty,3
78723,health_beauty,5
93887,health_beauty,2
6130,health_beauty,1
93886,health_beauty,4
52366,health_beauty,5
7521,health_beauty,5
12550,health_beauty,5
12551,health_beauty,5
19018,health_beauty,5
53792,health_beauty,1
97593,health_beauty,5
3140,health_beauty,5
23615,health_beauty,5
23616,health_beauty,5
66896,health_beauty,3
3969,health_beauty,3
111048,health_beauty,4
107414,health_beauty,5
66458,health_beauty,5
92324,health_beauty,5
44752,health_beauty,5
45110,health_beauty,5
45111,health_beauty,5
51712,health_beauty,4
23907,health_beauty,5
23908,health_beauty,5
51805,health_beauty,5
105123,health_beauty,5
88143,health_beauty,5
1131,health_beauty,4
39813,health_beauty,1
33109,health_beauty,2
10534,health_beauty,1
55364,health_beauty,5
69937,health_beauty,5
39715,health_beauty,5
42503,health_beauty,5
105299,health_beauty,5
1666,health_beauty,3
71310,health_beauty,5
82759,health_beauty,4
8810,health_beauty,3
58273,health_beauty,4
58274,health_beauty,4
58275,health_beauty,4
104291,health_beauty,5
112562,health_beauty,5
42961,health_beauty,5
20251,health_beauty,1
74989,health_beauty,5
74990,health_beauty,5
74991,health_beauty,5
74992,health_beauty,5
18391,health_beauty,3
49923,health_beauty,3
113439,health_beauty,5
65170,health_beauty,5
48591,health_beauty,5
83121,health_beauty,5
85080,health_beauty,1
112561,health_beauty,3
1023,health_beauty,5
71821,health_beauty,5
95467,health_beauty,5
74853,health_beauty,2
86740,health_beauty,5
53506,health_beauty,4
101901,health_beauty,4
99093,health_beauty,5
18337,health_beauty,4
71289,health_beauty,5
59590,health_beauty,5
71110,health_beauty,5
15617,health_beauty,5
47207,health_beauty,4
47208,health_beauty,4
47209,health_beauty,4
98465,health_beauty,5
9309,health_beauty,5
85347,health_beauty,5
57146,health_beauty,5
5534,health_beauty,5
58902,health_beauty,5
58903,health_beauty,5
74513,health_beauty,5
79921,health_beauty,5
22190,health_beauty,2
63662,health_beauty,5
59045,health_beauty,5
59046,health_beauty,5
88141,health_beauty,5
30572,health_beauty,5
3533,health_beauty,5
53551,health_beauty,5
18619,health_beauty,5
47499,health_beauty,5
80701,health_beauty,5
111049,health_beauty,5
32486,health_beauty,4
32487,health_beauty,4
105565,health_beauty,5
89485,health_beauty,5
57576,health_beauty,5
46166,health_beauty,5
87934,health_beauty,5
96100,health_beauty,5
37971,health_beauty,5
21872,health_beauty,5
110667,health_beauty,4
53732,health_beauty,5
75852,health_beauty,5
19096,health_beauty,3
45122,health_beauty,4
48499,health_beauty,5
66823,health_beauty,5
21725,health_beauty,1
82262,health_beauty,5
109485,health_beauty,5
90328,health_beauty,5
47276,health_beauty,4
54489,health_beauty,5
88420,health_beauty,5
4182,health_beauty,3
97909,health_beauty,5
110869,health_beauty,4
15037,health_beauty,4
52519,health_beauty,5
32138,health_beauty,5
104257,health_beauty,5
1289,health_beauty,5
8233,health_beauty,2
24098,health_beauty,5
32137,health_beauty,5
48575,health_beauty,4
104567,health_beauty,5
48574,health_beauty,4
36637,health_beauty,5
73224,health_beauty,2
75546,health_beauty,5
8232,health_beauty,2
68105,health_beauty,4
31498,health_beauty,4
48145,health_beauty,5
20939,health_beauty,5
98941,health_beauty,4
38047,health_beauty,5
41377,health_beauty,3
71849,health_beauty,5
37817,health_beauty,5
15763,health_beauty,4
49945,health_beauty,3
34560,health_beauty,5
34561,health_beauty,5
77219,health_beauty,5
39583,health_beauty,5
25934,health_beauty,2
13665,health_beauty,2
10670,health_beauty,5
86054,health_beauty,5
86982,health_beauty,5
72069,health_beauty,5
75841,health_beauty,5
91112,health_beauty,5
106913,health_beauty,5
12434,health_beauty,5
49745,health_beauty,1
90783,health_beauty,1
90784,health_beauty,1
65091,health_beauty,3
18235,health_beauty,1
97883,health_beauty,5
41907,health_beauty,5
3924,health_beauty,1
101110,health_beauty,5
6950,health_beauty,4
103204,health_beauty,1
58565,health_beauty,3
113105,health_beauty,5
103084,health_beauty,5
103085,health_beauty,5
71672,health_beauty,2
51556,health_beauty,1
83719,health_beauty,4
60679,health_beauty,5
35077,health_beauty,5
3930,health_beauty,3
43392,health_beauty,4
96533,health_beauty,5
13408,health_beauty,5
111437,health_beauty,5
89931,health_beauty,5
91460,health_beauty,2
99618,health_beauty,5
18680,health_beauty,3
18219,health_beauty,1
17532,health_beauty,4
2309,health_beauty,5
24543,health_beauty,2
994,health_beauty,5
51639,health_beauty,5
64571,health_beauty,5
82105,health_beauty,4
73301,health_beauty,5
65473,health_beauty,5
42227,health_beauty,4
42228,health_beauty,4
110054,health_beauty,4
35857,health_beauty,3
98917,health_beauty,4
60091,health_beauty,1
37295,health_beauty,4
37296,health_beauty,4
91396,health_beauty,5
107859,health_beauty,5
107860,health_beauty,5
23649,health_beauty,1
23650,health_beauty,1
42376,health_beauty,1
42377,health_beauty,1
21251,health_beauty,4
21252,health_beauty,4
31198,health_beauty,5
31199,health_beauty,5
31200,health_beauty,5
31201,health_beauty,5
3860,health_beauty,5
3861,health_beauty,5
3862,health_beauty,5
49732,health_beauty,3
49733,health_beauty,3
18950,health_beauty,5
18951,health_beauty,5
18952,health_beauty,5
13526,health_beauty,5
63340,health_beauty,1
63341,health_beauty,1
63342,health_beauty,1
35309,health_beauty,5
35310,health_beauty,5
95153,health_beauty,1
77256,health_beauty,5
96806,health_beauty,4
96807,health_beauty,4
63745,health_beauty,5
63746,health_beauty,5
76453,health_beauty,1
76454,health_beauty,1
76455,health_beauty,1
53550,health_beauty,4
6919,health_beauty,5
111029,health_beauty,5
37832,health_beauty,5
3805,health_beauty,1
113066,health_beauty,5
113067,health_beauty,5
113068,health_beauty,5
14700,health_beauty,5
10703,health_beauty,1
10704,health_beauty,1
53788,health_beauty,5
60368,health_beauty,5
17060,health_beauty,4
458,health_beauty,5
55801,health_beauty,5
27104,health_beauty,4
76499,health_beauty,5
25199,health_beauty,5
85468,health_beauty,5
33453,health_beauty,5
19244,health_beauty,5
16782,health_beauty,5
52032,health_beauty,5
47258,health_beauty,1
39042,health_beauty,1
64367,health_beauty,5
75088,health_beauty,5
55894,health_beauty,5
77808,health_beauty,5
97312,health_beauty,4
66600,health_beauty,5
27123,health_beauty,5
88775,health_beauty,5
74662,health_beauty,4
39681,health_beauty,5
23962,health_beauty,5
40988,health_beauty,5
36528,health_beauty,4
5557,health_beauty,2
44236,health_beauty,5
111905,health_beauty,1
110182,health_beauty,1
110183,health_beauty,1
70963,health_beauty,5
16341,health_beauty,5
17791,health_beauty,5
83932,health_beauty,1
79336,health_beauty,5
65495,health_beauty,4
57058,health_beauty,3
51820,health_beauty,5
93803,health_beauty,5
86706,health_beauty,5
102409,health_beauty,5
61408,health_beauty,2
33304,health_beauty,5
48560,health_beauty,5
79662,health_beauty,5
111016,health_beauty,5
78981,health_beauty,5
89309,health_beauty,4
69067,health_beauty,4
13352,health_beauty,5
105042,health_beauty,1
21453,health_beauty,5
51476,health_beauty,4
31740,health_beauty,5
34426,health_beauty,5
2583,health_beauty,5
2584,health_beauty,5
62572,health_beauty,5
96598,health_beauty,5
96599,health_beauty,5
41237,health_beauty,2
78328,health_beauty,5
2832,health_beauty,5
44809,health_beauty,4
44810,health_beauty,4
35232,health_beauty,5
87228,health_beauty,4
30096,health_beauty,5
94549,health_beauty,5
96888,health_beauty,5
4267,health_beauty,3
13676,health_beauty,4
13677,health_beauty,4
55754,health_beauty,1
49160,health_beauty,2
88296,health_beauty,1
6170,health_beauty,1
58374,health_beauty,4
28641,health_beauty,5
26426,health_beauty,4
76368,health_beauty,5
62467,health_beauty,1
54736,health_beauty,5
11117,health_beauty,4
84856,health_beauty,5
110420,health_beauty,5
52280,health_beauty,5
84485,health_beauty,5
84342,health_beauty,5
49589,health_beauty,5
73718,health_beauty,3
11819,health_beauty,5
92740,health_beauty,5
4815,health_beauty,5
8392,health_beauty,5
56580,health_beauty,4
71219,health_beauty,5
52024,health_beauty,5
93132,health_beauty,4
93565,health_beauty,4
52087,health_beauty,1
23358,health_beauty,5
61252,health_beauty,3
3516,health_beauty,2
10077,health_beauty,1
18146,health_beauty,4
13339,health_beauty,5
79837,health_beauty,4
108155,health_beauty,5
73220,health_beauty,1
106061,health_beauty,1
14393,health_beauty,1
78742,health_beauty,4
63584,health_beauty,1
105646,health_beauty,2
69918,health_beauty,5
105678,health_beauty,4
110525,health_beauty,4
14909,health_beauty,4
36522,health_beauty,5
25532,health_beauty,3
64696,health_beauty,5
531,health_beauty,5
15396,health_beauty,5
20247,health_beauty,5
66385,health_beauty,5
28487,health_beauty,5
106351,health_beauty,5
113169,health_beauty,5
105787,health_beauty,4
113379,health_beauty,5
4056,health_beauty,5
83575,health_beauty,5
39985,health_beauty,3
103256,health_beauty,5
109161,health_beauty,4
4722,health_beauty,5
7915,health_beauty,5
7449,health_beauty,5
80451,health_beauty,5
15662,health_beauty,5
51357,health_beauty,2
83716,health_beauty,4
102129,health_beauty,5
107896,health_beauty,2
41790,health_beauty,3
1390,health_beauty,5
21536,health_beauty,4
80044,health_beauty,5
9317,health_beauty,5
48458,health_beauty,5
41268,health_beauty,3
56969,health_beauty,5
13870,health_beauty,4
68929,health_beauty,5
73372,health_beauty,5
3535,health_beauty,5
73288,health_beauty,5
79187,health_beauty,5
96306,health_beauty,5
25692,health_beauty,5
51710,health_beauty,4
99227,health_beauty,5
105867,health_beauty,5
18713,health_beauty,5
29291,health_beauty,5
38620,health_beauty,4
40256,health_beauty,4
55621,health_beauty,4
62523,health_beauty,3
78571,health_beauty,5
95606,health_beauty,4
10831,health_beauty,5
55164,health_beauty,5
54580,health_beauty,1
28073,health_beauty,2
23945,health_beauty,1
36358,health_beauty,5
76188,health_beauty,5
94377,health_beauty,5
103504,health_beauty,1
106253,health_beauty,3
907,health_beauty,5
20984,health_beauty,4
22332,health_beauty,5
78570,health_beauty,5
12343,health_beauty,3
38576,health_beauty,5
